issue,Gambit_Costume,Gambit_Non-Costume,Magneto_Costume,Magneto_Non-Costume,Nightcrawler_Costume,Nightcrawler_Non-Costume,Storm_Costume,Storm_Non-Costume,Wolverine_Costume,Wolverine_Non-Costume
97,-2.2384529350138725e-19,-8.539742347566607e-21,-0.7882595047909526,-0.03921231848254094,15.221454075073316,4.439317281703604,12.797443001798833,8.397748610753291,13.177441384635586,4.460088488973678
98,-3.6715904979617556e-20,-2.201524046618526e-21,-0.26124971146431764,0.013342339763982114,15.957316837711854,4.533462388965571,13.418773282051792,8.09404969666979,13.396555253543376,4.43851068043499
99,1.5571519707031367e-19,4.342377490312984e-21,0.28342133309984796,0.06660609883313211,16.667893026131523,4.633914023801378,13.956928664903106,7.843733937247199,13.570634680348505,4.369588695517745
100,3.583516912667685e-19,1.129625797168466e-20,0.8642795812870465,0.12087701380567079,17.269590223005967,4.714801762226809,14.342658047005,7.650321044100642,13.676958412584343,4.253508634943885
101,5.718717339215893e-19,1.87484033005814e-20,1.5050435821683648,0.17568208783308503,17.72076502906187,4.635462715681635,14.557093074590904,7.298437807968272,13.710379121261559,4.045585599243569
102,7.917132996053593e-19,2.662091671080963e-20,2.2087792679972997,0.22813067209118917,17.971708770618715,4.272029703470844,14.577205747014032,6.601773306926224,13.662779319963185,3.7255744713554355
103,9.965791582301414e-19,3.4287180564433646e-20,2.890749507071398,0.26643256178238073,17.89850265831419,3.6826108409363414,14.312946726525455,5.709158689279484,13.496586969084293,3.415860264043844
104,1.1537381455499415e-18,4.073396051959491e-20,3.4740492461573567,0.279012077804144,17.426019212825512,2.9732012241436365,13.717960969085526,4.844318545405396,13.212394111297943,3.2510440083106618
105,1.2014585653450623e-18,4.395027629048548e-20,4.000904809854415,0.2640511998077252,16.74850631066977,2.259368576015716,12.98769194259381,4.195409163741848,12.992903671577004,3.271960678282046
106,1.0620075807492924e-18,4.1355613671584413e-20,4.5627863119999095,0.22462439777087012,16.095749334419747,1.64305206449738,12.353849637328802,3.9058652517263917,13.057563838048576,3.4703394963456424
107,6.226483242840798e-19,2.9089068722468085e-20,5.3290076455510365,0.17361844422355954,15.57030833503104,1.1621040107631633,11.951411621145548,3.9758034947346457,13.590692969156796,3.735252734810765
108,-2.4264642023647264e-19,2.7576598590940563e-21,6.448869258373673,0.12417439761790316,15.210846560330944,0.8280254869771542,11.854212384849035,4.335772305037237,14.669758413500995,3.9510184043874403
